t_ms,pitch_deg,roll_deg,height_mm,u_thrust,u_roll,u_pitch
537.000,0.1011,2.4118,50.4433,-0.0036,-0.0004,0.0022
537.100,0.1034,2.4060,50.4435,-0.0036,-0.0004,0.0022
537.200,0.1057,2.4001,50.4437,-0.0036,-0.0004,0.0022
537.300,0.1077,2.3942,50.4438,-0.0036,-0.0004,0.0022
537.400,0.1094,2.3883,50.4437,-0.0036,-0.0004,0.0021
537.500,0.1107,2.3824,50.4436,-0.0036,-0.0004,0.0021
537.600,0.1116,2.3765,50.4433,-0.0036,-0.0004,0.0021
537.700,0.1123,2.3705,50.4430,-0.0036,-0.0004,0.0021
537.800,0.1129,2.3646,50.4425,-0.0036,-0.0004,0.0021
537.900,0.1137,2.3587,50.4420,-0.0036,-0.0004,0.0020
538.000,0.1149,2.3527,50.4413,-0.0036,-0.0004,0.0020
538.100,0.1170,2.3468,50.4406,-0.0037,-0.0004,0.0020
538.200,0.1205,2.3408,50.4398,-0.0037,-0.0004,0.0020
538.300,0.1260,2.3349,50.4390,-0.0037,-0.0004,0.0019
538.400,0.1339,2.3288,50.4380,-0.0037,-0.0004,0.0019
538.500,0.1447,2.3227,50.4371,-0.0037,-0.0004,0.0019
538.600,0.1592,2.3166,50.4361,-0.0037,-0.0004,0.0018
538.700,0.1776,2.3104,50.4351,-0.0037,-0.0004,0.0018
538.800,0.2006,2.3041,50.4341,-0.0037,-0.0004,0.0017
538.900,0.2285,2.2977,50.4331,-0.0037,-0.0004,0.0017
539.000,0.2616,2.2912,50.4322,-0.0037,-0.0005,0.0016
539.100,0.3004,2.2846,50.4312,-0.0037,-0.0005,0.0015
539.200,0.3449,2.2780,50.4303,-0.0037,-0.0005,0.0014
539.300,0.3953,2.2712,50.4294,-0.0037,-0.0005,0.0013
539.400,0.4517,2.2643,50.4286,-0.0037,-0.0005,0.0012
539.500,0.5140,2.2573,50.4279,-0.0037,-0.0005,0.0010
539.600,0.5820,2.2503,50.4273,-0.0037,-0.0005,0.0008
539.700,0.6555,2.2431,50.4267,-0.0037,-0.0005,0.0006
539.800,0.7341,2.2359,50.4262,-0.0037,-0.0005,0.0004
539.900,0.8173,2.2287,50.4258,-0.0037,-0.0005,0.0002
540.000,0.9046,2.2214,50.4256,-0.0037,-0.0005,-0.0001
540.100,0.9952,2.2141,50.4254,-0.0037,-0.0005,-0.0003
540.200,1.0885,2.2068,50.4254,-0.0037,-0.0005,-0.0006
540.300,1.1836,2.1995,50.4254,-0.0037,-0.0005,-0.0009
540.400,1.2798,2.1922,50.4256,-0.0037,-0.0005,-0.0012
540.500,1.3761,2.1850,50.4259,-0.0037,-0.0005,-0.0016
540.600,1.4716,2.1778,50.4264,-0.0037,-0.0005,-0.0019
540.700,1.5656,2.1708,50.4269,-0.0037,-0.0005,-0.0023
540.800,1.6572,2.1639,50.4276,-0.0038,-0.0005,-0.0026
540.900,1.7456,2.1571,50.4283,-0.0038,-0.0005,-0.0030
541.000,1.8301,2.1504,50.4292,-0.0038,-0.0005,-0.0034
541.100,1.9100,2.1439,50.4301,-0.0038,-0.0005,-0.0037
541.200,1.9849,2.1376,50.4312,-0.0038,-0.0005,-0.0041
541.300,2.0543,2.1314,50.4323,-0.0038,-0.0005,-0.0044
541.400,2.1180,2.1254,50.4335,-0.0038,-0.0005,-0.0048
541.500,2.1756,2.1196,50.4347,-0.0038,-0.0005,-0.0051
541.600,2.2271,2.1140,50.4361,-0.0039,-0.0005,-0.0054
541.700,2.2725,2.1085,50.4374,-0.0039,-0.0005,-0.0057
541.800,2.3120,2.1032,50.4388,-0.0039,-0.0005,-0.0059
541.900,2.3457,2.0980,50.4402,-0.0039,-0.0005,-0.0062
542.000,2.3739,2.0930,50.4416,-0.0039,-0.0005,-0.0064
542.100,2.3969,2.0881,50.4430,-0.0040,-0.0005,-0.0066
542.200,2.4152,2.0834,50.4443,-0.0040,-0.0005,-0.0068
542.300,2.4292,2.0787,50.4457,-0.0040,-0.0005,-0.0070
542.400,2.4393,2.0741,50.4470,-0.0040,-0.0005,-0.0071
542.500,2.4460,2.0696,50.4483,-0.0040,-0.0005,-0.0072
542.600,2.4497,2.0652,50.4496,-0.0040,-0.0005,-0.0073
542.700,2.4508,2.0608,50.4507,-0.0041,-0.0005,-0.0074
542.800,2.4499,2.0565,50.4518,-0.0041,-0.0005,-0.0075
542.900,2.4472,2.0521,50.4529,-0.0041,-0.0005,-0.0075
543.000,2.4430,2.0478,50.4539,-0.0041,-0.0005,-0.0076
543.100,2.4378,2.0435,50.4547,-0.0041,-0.0005,-0.0076
543.200,2.4318,2.0392,50.4555,-0.0041,-0.0005,-0.0076
543.300,2.4254,2.0348,50.4563,-0.0041,-0.0005,-0.0076
543.400,2.4187,2.0304,50.4569,-0.0042,-0.0005,-0.0076
543.500,2.4121,2.0260,50.4574,-0.0042,-0.0005,-0.0076
543.600,2.4056,2.0216,50.4578,-0.0042,-0.0005,-0.0076
543.700,2.3994,2.0171,50.4581,-0.0042,-0.0005,-0.0075
543.800,2.3934,2.0125,50.4583,-0.0042,-0.0005,-0.0075
543.900,2.3877,2.0080,50.4584,-0.0042,-0.0005,-0.0075
544.000,2.3821,2.0034,50.4585,-0.0042,-0.0005,-0.0074
544.100,2.3764,1.9989,50.4584,-0.0042,-0.0005,-0.0074
544.200,2.3704,1.9943,50.4582,-0.0042,-0.0005,-0.0074
544.300,2.3638,1.9898,50.4579,-0.0042,-0.0005,-0.0073
544.400,2.3561,1.9854,50.4576,-0.0042,-0.0005,-0.0073
544.500,2.3470,1.9811,50.4572,-0.0043,-0.0005,-0.0072
544.600,2.3358,1.9769,50.4567,-0.0043,-0.0005,-0.0072
544.700,2.3222,1.9729,50.4561,-0.0043,-0.0005,-0.0071
544.800,2.3057,1.9691,50.4555,-0.0043,-0.0005,-0.0071
544.900,2.2857,1.9655,50.4549,-0.0043,-0.0005,-0.0070
545.000,2.2618,1.9622,50.4543,-0.0043,-0.0005,-0.0070
545.100,2.2337,1.9592,50.4536,-0.0043,-0.0005,-0.0069
545.200,2.2010,1.9565,50.4529,-0.0043,-0.0005,-0.0068
545.300,2.1633,1.9542,50.4522,-0.0043,-0.0005,-0.0067
545.400,2.1205,1.9522,50.4516,-0.0043,-0.0005,-0.0066
545.500,2.0724,1.9505,50.4509,-0.0043,-0.0005,-0.0065
545.600,2.0190,1.9493,50.4503,-0.0043,-0.0005,-0.0064
545.700,1.9603,1.9484,50.4497,-0.0043,-0.0005,-0.0063
545.800,1.8963,1.9479,50.4492,-0.0043,-0.0005,-0.0061
545.900,1.8273,1.9477,50.4487,-0.0043,-0.0005,-0.0059
546.000,1.7537,1.9479,50.4483,-0.0043,-0.0005,-0.0057
546.100,1.6756,1.9485,50.4479,-0.0043,-0.0005,-0.0055
546.200,1.5938,1.9493,50.4476,-0.0043,-0.0005,-0.0053
546.300,1.5086,1.9504,50.4474,-0.0043,-0.0005,-0.0050
546.400,1.4208,1.9517,50.4472,-0.0043,-0.0005,-0.0047
546.500,1.3311,1.9532,50.4472,-0.0043,-0.0005,-0.0045
546.600,1.2401,1.9549,50.4472,-0.0043,-0.0005,-0.0042
546.700,1.1486,1.9566,50.4474,-0.0043,-0.0005,-0.0038
546.800,1.0575,1.9584,50.4476,-0.0043,-0.0005,-0.0035
546.900,0.9675,1.9601,50.4479,-0.0043,-0.0005,-0.0032
547.000,0.8794,1.9618,50.4483,-0.0043,-0.0005,-0.0028
547.100,0.7939,1.9633,50.4488,-0.0043,-0.0005,-0.0025
547.200,0.7117,1.9647,50.4493,-0.0043,-0.0005,-0.0022
547.300,0.6334,1.9659,50.4500,-0.0043,-0.0005,-0.0018
547.400,0.5594,1.9669,50.4507,-0.0043,-0.0004,-0.0015
547.500,0.4903,1.9676,50.4515,-0.0043,-0.0004,-0.0012
547.600,0.4264,1.9680,50.4524,-0.0043,-0.0004,-0.0008
547.700,0.3679,1.9681,50.4533,-0.0043,-0.0004,-0.0005
547.800,0.3150,1.9678,50.4543,-0.0043,-0.0004,-0.0002
547.900,0.2677,1.9673,50.4553,-0.0043,-0.0004,0.0001
548.000,0.2259,1.9664,50.4563,-0.0043,-0.0004,0.0003
548.100,0.1895,1.9652,50.4574,-0.0043,-0.0004,0.0006
548.200,0.1583,1.9637,50.4584,-0.0044,-0.0004,0.0008
548.300,0.1320,1.9619,50.4595,-0.0044,-0.0004,0.0010
548.400,0.1102,1.9598,50.4606,-0.0044,-0.0004,0.0012
548.500,0.0926,1.9575,50.4616,-0.0044,-0.0004,0.0013
548.600,0.0788,1.9549,50.4626,-0.0044,-0.0004,0.0015
548.700,0.0683,1.9521,50.4636,-0.0044,-0.0004,0.0016
548.800,0.0607,1.9491,50.4645,-0.0044,-0.0004,0.0017
548.900,0.0557,1.9460,50.4654,-0.0044,-0.0004,0.0018
549.000,0.0528,1.9427,50.4662,-0.0044,-0.0004,0.0019
549.100,0.0516,1.9393,50.4669,-0.0045,-0.0004,0.0019
549.200,0.0518,1.9357,50.4676,-0.0045,-0.0004,0.0020
549.300,0.0531,1.9321,50.4682,-0.0045,-0.0004,0.0020
549.400,0.0552,1.9285,50.4687,-0.0045,-0.0004,0.0020
549.500,0.0577,1.9247,50.4691,-0.0045,-0.0004,0.0021
549.600,0.0605,1.9210,50.4694,-0.0045,-0.0004,0.0021
549.700,0.0632,1.9172,50.4696,-0.0045,-0.0004,0.0021
549.800,0.0657,1.9133,50.4698,-0.0045,-0.0004,0.0020
549.900,0.0678,1.9095,50.4698,-0.0046,-0.0004,0.0020
550.000,0.0696,1.9057,50.4697,-0.0046,-0.0004,0.0020
550.100,0.0711,1.9019,50.4695,-0.0046,-0.0004,0.0020
550.200,0.0723,1.8981,50.4692,-0.0046,-0.0004,0.0020
550.300,0.0733,1.8942,50.4688,-0.0046,-0.0004,0.0019
550.400,0.0745,1.8904,50.4683,-0.0046,-0.0004,0.0019
550.500,0.0762,1.8866,50.4677,-0.0046,-0.0004,0.0019
550.600,0.0789,1.8827,50.4671,-0.0046,-0.0004,0.0019
550.700,0.0828,1.8788,50.4663,-0.0046,-0.0004,0.0018
550.800,0.0887,1.8749,50.4655,-0.0046,-0.0004,0.0018
550.900,0.0971,1.8709,50.4647,-0.0046,-0.0004,0.0018
551.000,0.1084,1.8668,50.4638,-0.0046,-0.0004,0.0017
551.100,0.1232,1.8627,50.4629,-0.0046,-0.0004,0.0017
551.200,0.1421,1.8584,50.4619,-0.0046,-0.0004,0.0017
551.300,0.1655,1.8540,50.4610,-0.0046,-0.0004,0.0016
551.400,0.1937,1.8495,50.4601,-0.0046,-0.0004,0.0015
551.500,0.2273,1.8448,50.4591,-0.0046,-0.0004,0.0015
551.600,0.2663,1.8400,50.4582,-0.0046,-0.0004,0.0014
551.700,0.3112,1.8351,50.4574,-0.0046,-0.0004,0.0013
551.800,0.3619,1.8300,50.4566,-0.0046,-0.0004,0.0012
551.900,0.4186,1.8247,50.4558,-0.0046,-0.0004,0.0010
552.000,0.4812,1.8193,50.4552,-0.0046,-0.0004,0.0009
552.100,0.5494,1.8138,50.4546,-0.0046,-0.0004,0.0007
552.200,0.6231,1.8081,50.4541,-0.0046,-0.0004,0.0005
552.300,0.7019,1.8023,50.4536,-0.0046,-0.0004,0.0003
552.400,0.7853,1.7964,50.4533,-0.0046,-0.0004,0.0001
552.500,0.8727,1.7905,50.4531,-0.0046,-0.0004,-0.0002
552.600,0.9635,1.7845,50.4530,-0.0046,-0.0004,-0.0004
552.700,1.0569,1.7785,50.4530,-0.0047,-0.0004,-0.0007
552.800,1.1521,1.7724,50.4531,-0.0047,-0.0005,-0.0010
552.900,1.2484,1.7664,50.4534,-0.0047,-0.0005,-0.0014
553.000,1.3448,1.7604,50.4537,-0.0047,-0.0005,-0.0017
553.100,1.4405,1.7545,50.4542,-0.0047,-0.0005,-0.0020
553.200,1.5346,1.7487,50.4548,-0.0047,-0.0005,-0.0024
553.300,1.6263,1.7430,50.4555,-0.0047,-0.0005,-0.0028
553.400,1.7148,1.7375,50.4563,-0.0047,-0.0005,-0.0031
553.500,1.7994,1.7321,50.4572,-0.0047,-0.0005,-0.0035
553.600,1.8796,1.7269,50.4582,-0.0047,-0.0005,-0.0038
553.700,1.9546,1.7219,50.4593,-0.0048,-0.0005,-0.0042
553.800,2.0242,1.7170,50.4605,-0.0048,-0.0005,-0.0045
553.900,2.0880,1.7124,50.4617,-0.0048,-0.0005,-0.0049
554.000,2.1459,1.7081,50.4630,-0.0048,-0.0005,-0.0052
554.100,2.1976,1.7039,50.4644,-0.0048,-0.0005,-0.0055
554.200,2.2433,1.6999,50.4658,-0.0048,-0.0005,-0.0058
554.300,2.2831,1.6961,50.4672,-0.0048,-0.0005,-0.0061
554.400,2.3171,1.6926,50.4686,-0.0049,-0.0005,-0.0063
554.500,2.3456,1.6892,50.4701,-0.0049,-0.0005,-0.0065
554.600,2.3690,1.6859,50.4715,-0.0049,-0.0005,-0.0067
554.700,2.3876,1.6828,50.4730,-0.0049,-0.0005,-0.0069
554.800,2.4020,1.6799,50.4744,-0.0049,-0.0005,-0.0071
554.900,2.4124,1.6771,50.4757,-0.0049,-0.0005,-0.0072
555.000,2.4195,1.6743,50.4771,-0.0050,-0.0005,-0.0074
555.100,2.4236,1.6717,50.4784,-0.0050,-0.0005,-0.0075
555.200,2.4252,1.6691,50.4796,-0.0050,-0.0005,-0.0075
555.300,2.4246,1.6666,50.4807,-0.0050,-0.0005,-0.0076
555.400,2.4223,1.6641,50.4818,-0.0050,-0.0005,-0.0076
555.500,2.4186,1.6617,50.4828,-0.0050,-0.0005,-0.0077
555.600,2.4138,1.6592,50.4838,-0.0051,-0.0005,-0.0077
555.700,2.4083,1.6568,50.4846,-0.0051,-0.0005,-0.0077
555.800,2.4022,1.6544,50.4854,-0.0051,-0.0005,-0.0077
555.900,2.3960,1.6519,50.4860,-0.0051,-0.0005,-0.0077
556.000,2.3898,1.6494,50.4866,-0.0051,-0.0005,-0.0077
556.100,2.3838,1.6469,50.4871,-0.0051,-0.0005,-0.0077
556.200,2.3780,1.6444,50.4874,-0.0051,-0.0005,-0.0076
556.300,2.3725,1.6419,50.4877,-0.0051,-0.0005,-0.0076
556.400,2.3672,1.6393,50.4878,-0.0051,-0.0005,-0.0076
556.500,2.3620,1.6367,50.4879,-0.0052,-0.0005,-0.0075
556.600,2.3567,1.6341,50.4879,-0.0052,-0.0005,-0.0075
556.700,2.3512,1.6315,50.4877,-0.0052,-0.0005,-0.0075
556.800,2.3450,1.6290,50.4875,-0.0052,-0.0005,-0.0074
556.900,2.3378,1.6265,50.4872,-0.0052,-0.0005,-0.0074
557.000,2.3291,1.6241,50.4868,-0.0052,-0.0005,-0.0074
557.100,2.3184,1.6219,50.4864,-0.0052,-0.0005,-0.0073
557.200,2.3052,1.6198,50.4859,-0.0052,-0.0005,-0.0073
557.300,2.2891,1.6178,50.4853,-0.0052,-0.0005,-0.0072
557.400,2.2696,1.6161,50.4848,-0.0052,-0.0005,-0.0072
557.500,2.2462,1.6146,50.4842,-0.0052,-0.0005,-0.0071
557.600,2.2186,1.6134,50.4835,-0.0052,-0.0005,-0.0070
557.700,2.1863,1.6124,50.4829,-0.0052,-0.0005,-0.0070
557.800,2.1492,1.6118,50.4823,-0.0052,-0.0005,-0.0069
557.900,2.1069,1.6114,50.4817,-0.0052,-0.0005,-0.0068
558.000,2.0593,1.6114,50.4810,-0.0052,-0.0005,-0.0067
558.100,2.0065,1.6117,50.4805,-0.0052,-0.0005,-0.0065
558.200,1.9483,1.6124,50.4799,-0.0052,-0.0004,-0.0064
558.300,1.8849,1.6133,50.4794,-0.0052,-0.0004,-0.0062
558.400,1.8165,1.6146,50.4790,-0.0052,-0.0004,-0.0060
558.500,1.7434,1.6162,50.4786,-0.0052,-0.0004,-0.0059
558.600,1.6660,1.6181,50.4783,-0.0052,-0.0004,-0.0056
558.700,1.5847,1.6202,50.4780,-0.0052,-0.0004,-0.0054
558.800,1.5002,1.6226,50.4779,-0.0052,-0.0004,-0.0051
558.900,1.4130,1.6252,50.4778,-0.0052,-0.0004,-0.0049
559.000,1.3238,1.6279,50.4777,-0.0052,-0.0004,-0.0046
559.100,1.2335,1.6307,50.4778,-0.0052,-0.0004,-0.0043
559.200,1.1427,1.6336,50.4780,-0.0052,-0.0004,-0.0040
559.300,1.0522,1.6365,50.4782,-0.0052,-0.0004,-0.0037
559.400,0.9628,1.6394,50.4786,-0.0052,-0.0004,-0.0033
559.500,0.8753,1.6422,50.4790,-0.0052,-0.0004,-0.0030
559.600,0.7904,1.6449,50.4796,-0.0052,-0.0004,-0.0027
559.700,0.7088,1.6474,50.4802,-0.0052,-0.0004,-0.0023
559.800,0.6310,1.6498,50.4809,-0.0052,-0.0004,-0.0020
559.900,0.5576,1.6519,50.4816,-0.0052,-0.0003,-0.0016
560.000,0.4891,1.6538,50.4825,-0.0052,-0.0003,-0.0013
560.100,0.4257,1.6555,50.4834,-0.0052,-0.0003,-0.0010
560.200,0.3677,1.6568,50.4843,-0.0052,-0.0003,-0.0007
560.300,0.3153,1.6579,50.4853,-0.0052,-0.0003,-0.0004
560.400,0.2685,1.6586,50.4864,-0.0052,-0.0003,-0.0001
560.500,0.2272,1.6591,50.4874,-0.0053,-0.0003,0.0002
560.600,0.1912,1.6593,50.4885,-0.0053,-0.0003,0.0004
560.700,0.1605,1.6592,50.4896,-0.0053,-0.0003,0.0006
560.800,0.1346,1.6588,50.4907,-0.0053,-0.0003,0.0008
560.900,0.1132,1.6581,50.4918,-0.0053,-0.0003,0.0010
561.000,0.0960,1.6573,50.4929,-0.0053,-0.0003,0.0012
561.100,0.0826,1.6562,50.4940,-0.0053,-0.0003,0.0013
561.200,0.0725,1.6550,50.4950,-0.0053,-0.0003,0.0014
561.300,0.0653,1.6535,50.4959,-0.0053,-0.0003,0.0016
561.400,0.0606,1.6520,50.4968,-0.0054,-0.0003,0.0016
561.500,0.0581,1.6503,50.4977,-0.0054,-0.0003,0.0017
561.600,0.0572,1.6485,50.4985,-0.0054,-0.0003,0.0018
561.700,0.0578,1.6466,50.4992,-0.0054,-0.0003,0.0018
561.800,0.0595,1.6446,50.4998,-0.0054,-0.0003,0.0019
561.900,0.0619,1.6426,50.5003,-0.0054,-0.0003,0.0019
562.000,0.0648,1.6405,50.5008,-0.0054,-0.0003,0.0019
562.100,0.0679,1.6384,50.5011,-0.0054,-0.0003,0.0019
562.200,0.0710,1.6363,50.5014,-0.0054,-0.0003,0.0019
562.300,0.0738,1.6342,50.5015,-0.0055,-0.0003,0.0019
562.400,0.0763,1.6321,50.5016,-0.0055,-0.0003,0.0019
562.500,0.0784,1.6300,50.5015,-0.0055,-0.0003,0.0018
562.600,0.0802,1.6279,50.5014,-0.0055,-0.0003,0.0018
562.700,0.0817,1.6257,50.5011,-0.0055,-0.0003,0.0018
562.800,0.0832,1.6236,50.5008,-0.0055,-0.0003,0.0018
562.900,0.0847,1.6215,50.5003,-0.0055,-0.0003,0.0017
563.000,0.0868,1.6194,50.4998,-0.0055,-0.0003,0.0017
563.100,0.0897,1.6173,50.4991,-0.0055,-0.0003,0.0017
563.200,0.0940,1.6151,50.4984,-0.0055,-0.0003,0.0017
563.300,0.1002,1.6128,50.4977,-0.0055,-0.0003,0.0016
563.400,0.1089,1.6105,50.4968,-0.0055,-0.0003,0.0016
563.500,0.1205,1.6080,50.4960,-0.0055,-0.0003,0.0016
563.600,0.1357,1.6055,50.4951,-0.0055,-0.0003,0.0015
563.700,0.1548,1.6028,50.4942,-0.0055,-0.0003,0.0015
563.800,0.1785,1.5999,50.4933,-0.0055,-0.0003,0.0014
563.900,0.2070,1.5969,50.4924,-0.0055,-0.0003,0.0014
564.000,0.2408,1.5938,50.4915,-0.0055,-0.0003,0.0013
564.100,0.2801,1.5904,50.4907,-0.0055,-0.0003,0.0012
564.200,0.3251,1.5868,50.4898,-0.0055,-0.0003,0.0011
564.300,0.3760,1.5831,50.4891,-0.0055,-0.0003,0.0010
564.400,0.4329,1.5791,50.4884,-0.0055,-0.0003,0.0009
564.500,0.4956,1.5750,50.4877,-0.0055,-0.0003,0.0007
564.600,0.5640,1.5706,50.4871,-0.0055,-0.0003,0.0005
564.700,0.6378,1.5661,50.4867,-0.0055,-0.0003,0.0003
564.800,0.7166,1.5615,50.4863,-0.0055,-0.0003,0.0001
564.900,0.8001,1.5567,50.4860,-0.0055,-0.0003,-0.0001
565.000,0.8875,1.5518,50.4858,-0.0055,-0.0003,-0.0003
565.100,0.9783,1.5468,50.4857,-0.0055,-0.0003,-0.0006
565.200,1.0718,1.5417,50.4858,-0.0055,-0.0003,-0.0009
565.300,1.1670,1.5366,50.4859,-0.0055,-0.0003,-0.0012
565.400,1.2633,1.5315,50.4862,-0.0056,-0.0003,-0.0015
565.500,1.3597,1.5264,50.4866,-0.0056,-0.0003,-0.0019
565.600,1.4554,1.5214,50.4871,-0.0056,-0.0003,-0.0022
565.700,1.5495,1.5165,50.4877,-0.0056,-0.0003,-0.0026
565.800,1.6412,1.5116,50.4884,-0.0056,-0.0003,-0.0029
565.900,1.7298,1.5070,50.4893,-0.0056,-0.0003,-0.0033
566.000,1.8144,1.5025,50.4902,-0.0056,-0.0003,-0.0037
566.100,1.8946,1.4982,50.4913,-0.0056,-0.0003,-0.0040
566.200,1.9697,1.4941,50.4924,-0.0056,-0.0003,-0.0044
566.300,2.0393,1.4902,50.4936,-0.0056,-0.0003,-0.0047
566.400,2.1032,1.4866,50.4948,-0.0057,-0.0003,-0.0050
566.500,2.1612,1.4831,50.4962,-0.0057,-0.0003,-0.0054
566.600,2.2130,1.4800,50.4975,-0.0057,-0.0004,-0.0057
566.700,2.2588,1.4770,50.4990,-0.0057,-0.0004,-0.0060
566.800,2.2987,1.4743,50.5004,-0.0057,-0.0004,-0.0062
566.900,2.3329,1.4719,50.5019,-0.0057,-0.0004,-0.0065
567.000,2.3616,1.4696,50.5034,-0.0058,-0.0004,-0.0067
567.100,2.3851,1.4675,50.5048,-0.0058,-0.0004,-0.0069
567.200,2.4040,1.4656,50.5063,-0.0058,-0.0004,-0.0071
567.300,2.4185,1.4639,50.5077,-0.0058,-0.0004,-0.0072
567.400,2.4292,1.4623,50.5091,-0.0058,-0.0003,-0.0074
567.500,2.4365,1.4608,50.5105,-0.0058,-0.0003,-0.0075
567.600,2.4409,1.4594,50.5118,-0.0059,-0.0003,-0.0076
567.700,2.4427,1.4581,50.5130,-0.0059,-0.0003,-0.0077
567.800,2.4424,1.4569,50.5142,-0.0059,-0.0003,-0.0077
567.900,2.4404,1.4557,50.5153,-0.0059,-0.0003,-0.0078
568.000,2.4369,1.4546,50.5164,-0.0059,-0.0003,-0.0078
568.100,2.4324,1.4535,50.5173,-0.0059,-0.0003,-0.0079
568.200,2.4271,1.4524,50.5182,-0.0059,-0.0003,-0.0079
568.300,2.4214,1.4514,50.5190,-0.0059,-0.0003,-0.0079
568.400,2.4154,1.4503,50.5196,-0.0060,-0.0003,-0.0079
568.500,2.4095,1.4492,50.5202,-0.0060,-0.0003,-0.0078
568.600,2.4037,1.4481,50.5207,-0.0060,-0.0003,-0.0078
568.700,2.3982,1.4470,50.5211,-0.0060,-0.0003,-0.0078
568.800,2.3929,1.4458,50.5214,-0.0060,-0.0003,-0.0078
568.900,2.3879,1.4446,50.5216,-0.0060,-0.0003,-0.0077
569.000,2.3830,1.4435,50.5217,-0.0060,-0.0003,-0.0077
569.100,2.3780,1.4423,50.5216,-0.0060,-0.0003,-0.0077
569.200,2.3727,1.4411,50.5215,-0.0060,-0.0003,-0.0076
569.300,2.3668,1.4400,50.5213,-0.0060,-0.0003,-0.0076
569.400,2.3599,1.4389,50.5211,-0.0060,-0.0003,-0.0076
569.500,2.3514,1.4379,50.5207,-0.0060,-0.0003,-0.0075
569.600,2.3411,1.4371,50.5203,-0.0060,-0.0003,-0.0075
569.700,2.3282,1.4363,50.5198,-0.0060,-0.0003,-0.0074
569.800,2.3124,1.4357,50.5193,-0.0061,-0.0003,-0.0074
569.900,2.2932,1.4353,50.5187,-0.0061,-0.0003,-0.0073
570.000,2.2701,1.4351,50.5182,-0.0061,-0.0003,-0.0073
570.100,2.2427,1.4351,50.5176,-0.0061,-0.0003,-0.0072
570.200,2.2108,1.4354,50.5170,-0.0061,-0.0003,-0.0071
570.300,2.1740,1.4359,50.5164,-0.0061,-0.0003,-0.0070
570.400,2.1321,1.4367,50.5158,-0.0061,-0.0003,-0.0069
570.500,2.0849,1.4378,50.5152,-0.0061,-0.0003,-0.0068
570.600,2.0324,1.4392,50.5146,-0.0060,-0.0003,-0.0067
570.700,1.9746,1.4409,50.5141,-0.0060,-0.0003,-0.0065
570.800,1.9115,1.4429,50.5136,-0.0060,-0.0003,-0.0064
570.900,1.8435,1.4451,50.5132,-0.0060,-0.0003,-0.0062
571.000,1.7708,1.4476,50.5128,-0.0060,-0.0003,-0.0060
571.100,1.6938,1.4504,50.5125,-0.0060,-0.0003,-0.0058
571.200,1.6130,1.4533,50.5123,-0.0060,-0.0003,-0.0056
571.300,1.5289,1.4565,50.5121,-0.0060,-0.0003,-0.0053
571.400,1.4421,1.4598,50.5121,-0.0060,-0.0003,-0.0050
571.500,1.3534,1.4633,50.5121,-0.0060,-0.0002,-0.0048
571.600,1.2635,1.4668,50.5122,-0.0060,-0.0002,-0.0045
571.700,1.1731,1.4704,50.5124,-0.0060,-0.0002,-0.0041
571.800,1.0830,1.4740,50.5126,-0.0060,-0.0002,-0.0038
571.900,0.9941,1.4775,50.5130,-0.0060,-0.0002,-0.0035
572.000,0.9070,1.4810,50.5135,-0.0060,-0.0002,-0.0032
572.100,0.8225,1.4844,50.5140,-0.0060,-0.0002,-0.0028
572.200,0.7413,1.4876,50.5146,-0.0060,-0.0002,-0.0025
572.300,0.6639,1.4906,50.5153,-0.0060,-0.0002,-0.0021
572.400,0.5909,1.4934,50.5161,-0.0060,-0.0002,-0.0018
572.500,0.5227,1.4960,50.5170,-0.0060,-0.0002,-0.0015
572.600,0.4597,1.4983,50.5179,-0.0060,-0.0002,-0.0012
572.700,0.4021,1.5004,50.5189,-0.0061,-0.0002,-0.0009
572.800,0.3500,1.5022,50.5199,-0.0061,-0.0002,-0.0006
572.900,0.3034,1.5037,50.5210,-0.0061,-0.0002,-0.0003
573.000,0.2624,1.5050,50.5220,-0.0061,-0.0002,-0.0000
573.100,0.2268,1.5060,50.5232,-0.0061,-0.0002,0.0002
573.200,0.1963,1.5067,50.5243,-0.0061,-0.0002,0.0005
573.300,0.1706,1.5072,50.5254,-0.0061,-0.0002,0.0007
573.400,0.1495,1.5074,50.5265,-0.0061,-0.0001,0.0008
573.500,0.1326,1.5075,50.5276,-0.0061,-0.0001,0.0010
573.600,0.1194,1.5073,50.5286,-0.0061,-0.0001,0.0011
573.700,0.1095,1.5070,50.5297,-0.0061,-0.0001,0.0013
573.800,0.1025,1.5065,50.5306,-0.0062,-0.0001,0.0014
573.900,0.0981,1.5059,50.5316,-0.0062,-0.0001,0.0015
574.000,0.0957,1.5052,50.5324,-0.0062,-0.0001,0.0015
574.100,0.0951,1.5044,50.5332,-0.0062,-0.0001,0.0016
574.200,0.0958,1.5036,50.5339,-0.0062,-0.0001,0.0016
574.300,0.0977,1.5026,50.5346,-0.0062,-0.0001,0.0017
574.400,0.1003,1.5017,50.5351,-0.0062,-0.0001,0.0017
574.500,0.1034,1.5006,50.5356,-0.0062,-0.0001,0.0017
574.600,0.1067,1.4996,50.5360,-0.0062,-0.0001,0.0017
574.700,0.1099,1.4986,50.5362,-0.0063,-0.0001,0.0017
574.800,0.1130,1.4975,50.5364,-0.0063,-0.0001,0.0017
574.900,0.1157,1.4965,50.5365,-0.0063,-0.0001,0.0017
575.000,0.1180,1.4955,50.5364,-0.0063,-0.0001,0.0017
